STT,	Mã hiệu,	Tên Dịch vụ,	ĐVT,	Giá Dịch vụ,	Giá BHYT 
874	N565	Phẫu thuật tái tạo dây chằng vòng (Gây mê)	Lần	10,800,000	 
875	N566	Phẫu thuật KHX gãy xương đòn (Gây tê)	Lần	7,800,000	4,102,500
876	N567	Phẫu thuật KHX gãy cánh chậu (Gây tê)	Lần	10,900,000	4,102,500
877	N568	Phẫu thuật KHX trật khớp cùng chậu (Gây tê)	Lần	10,900,000	4,102,500
878	N569	Phẫu thuật KHX toác khớp mu [trật khớp] [gây tê]	Lần	10,900,000	3,577,600
879	N570	Phẫu thuật KHX gãy khung chậu – trật khớp mu (Gây tê)	Lần	10,900,000	4,102,500
880	N571	Phẫu thuật KHX gãy ổ cối đơn thuần (Gây tê)	Lần	10,700,000	4,102,500
881	N572	Phẫu thuật KHX gãy ổ cối phức tạp (Gây tê)	Lần	15,400,000	4,102,500
882	N573	Phẫu thuật KHX gãy bán phần chỏm xương đùi (Gây tê)	Lần	10,900,000	4,102,500
883	N574	Phẫu thuật KHX gãy phức tạp chỏm xương đùi – trật háng (Gây tê)	Lần	15,400,000	4,102,500
884	N575	Phẫu thuật KHX gãy cổ xương đùi (Gây tê)	Lần	10,900,000	4,102,500
885	N576	Phẫu thuật KHX gãy cổ mấu chuyển xương đùi (Gây tê)	Lần	10,900,000	4,102,500
886	N577	Phẫu thuật KHX gãy liên mấu chuyển xương đùi (Gây tê)	Lần	10,900,000	4,102,500
887	N578	Phẫu thuật KHX gãy trật cổ xương đùi (Gây tê)	Lần	15,400,000	4,102,500
888	N579	Phẫu thuật KHX gãy thân xương đùi (Gây tê)	Lần	10,900,000	4,102,500
889	N580	Phẫu thuật KHX gãy trên lồi cầu xương đùi (Gây tê)	Lần	10,900,000	4,102,500
890	N581	Phẫu thuật KHX gãy lồi cầu ngoài xương đùi (Gây tê)	Lần	10,900,000	4,102,500
891	N593	Phẫu thuật KHX gãy thân 2 xương cẳng chân (Gây mê)	Lần	12,300,000	4,102,500
892	N594	Phẫu thuật KHX gãy xương mác đơn thuần (Gây mê)	Lần	12,300,000	4,102,500
893	N595	Phẫu thuật KHX gãy đầu dưới xương chày (Pilon) (Gây mê)	Lần	16,900,000	4,102,500
894	N596	Phẫu thuật KHX gãy 2 mắt cá cổ chân (Gây mê)	Lần	12,300,000	4,102,500
895	N597	Phẫu thuật KHX gãy mắt cá trong (Gây mê)	Lần	12,100,000	4,102,500
896	N598	Phẫu thuật KHX gãy mắt cá ngoài (Gây mê)	Lần	12,100,000	4,102,500
897	N610	Phẫu thuật KHX gãy hở I thân hai xương cẳng tay (Gây tê)	Lần	11,100,000	4,102,500
898	N616	Phẫu thuật KHX gãy hở liên lồi cầu xương cánh tay [gây tê]	Lần	11,100,000	3,577,600
899	N634	Phẫu thuật kết hợp xương gãy 2 xương cẳng tay (Gây tê)	Lần	11,100,000	4,102,500
900	N635	Phẫu thuật kết hợp xương gãy đầu dưới xương đùi (Gây mê)	Lần	12,300,000	4,102,500
901	N636	Phẫu thuật kết hợp xương gãy bong sụn tiếp vùng khớp gối (Gây mê)	Lần	12,300,000	4,102,500
902	N637	Phẫu thuật kết hợp xương gãy thân xương cẳng chân (Gây mê)	Lần	12,300,000	4,102,500
903	N638	Phẫu thuật kết hợp xương gãy bong sụn tiếp đầu dưới xương chày (Gây mê)	Lần	12,300,000	4,102,500
904	N639	Phẫu thuật kết hợp xương gãy bong sụn vùng cổ xương đùi (Gây mê)	Lần	12,300,000	4,102,500
905	N640	Phẫu thuật kết hợp xương gãy sụn tăng trưởng ở đầu xương (Gây tê)	Lần	11,100,000	4,102,500
906	N641	Phẫu thuật kết hợp xương gãy xương bệnh lý (Gây tê)	Lần	11,100,000	4,102,500
907	N642	Phẫu thuật điều trị bệnh DE QUER VAIN (phòng mổ) (Gây mê)	Lần	8,100,000	 
908	N645	Phẫu thuật Nội soi khớp khuỷu (Gây tê)	Lần	10,000,000	2,434,500
909	N647	Sinh thiết xương ( Sinh thiết hạch, u) (Gây mê)	Lần	6,700,000	 
910	N648	Chọc dịch khớp (Gây mê)	Lần	5,700,000	129,600
911	N650	Phẫu thuật Sửa sẹo [gây tê]	Lần	6,900,000	2,389,900
912	N651	Phẫu thuật Sửa sẹo (Gây mê)	Lần	8,100,000	3,683,600
913	N652	Tiêm khớp vai (Tiêm nong khớp vai)	Lần	500,000	104,400
914	N653	Phẫu thuật nội soi điều trị tổn thương phức hợp sụn sợi tam giác (gây tê)	Lần	11,800,000	4,343,300
 	 	KHÁC	 	 	 
915	Z038	Phẫu thuật điều trị áp xe hậu môn phức tạp [gây tê]	Lần	7,600,000	2,276,400
916	Z087	Chích rạch nhọt, Apxe nhỏ dẫn lưu	Lần	550,000	218,500
917	Z088	Rút máu để điều trị	Lần	450,000	 
918	Z089	Thông tiểu	Lần	220,000	101,800
919	Z114	Kỹ thuật giảm đau bằng thuốc tê-morphinic qua khoang ngoài màng cứng thắt lưng qua bơm tiêm điện	Lần	1,700,000	 
920	Z120	Gọt chai chân (gọt nốt chai) trên người bệnh đái tháo đường	Lần	400,000	292,300
921	Z123	Phong bế cơ	Lần	350,000	 
922	Z125	Rửa dạ dày cấp cứu	Lần	220,000	152,000
923	Z127	Rút ống dẫn lưu	Lần	150,000	 
924	Z130	Thay ống dẫn lưu (đặt ống dẫn lưu mới)	Lần	370,000	 
925	Z131	Thủ thuật chọc hút tủy làm tủy đồ (bao gồm kim chọc tủy nhiều lần)	Lần	600,000	549,900
926	Z133	Thụt tháo phân	Lần	110,000	92,400
927	Z170	Hút ổ viêm/ áp xe phần mềm	Lần	2,010,000	126,700
928	Z173	Rửa dạ dày	Lần	200,000	 
929	Z174	Chọc hút tế bào phần mềm bằng kim nhỏ (1 chỗ)	Lần	150,000	126,700
930	Z177	Đặt catheter tĩnh mạch trung tâm nhiều nòng (2 nòng)	Lần	1,550,000	1,158,500
931	Z178	Đặt catheter tĩnh mạch trung tâm nhiều nòng (3 nòng)	Lần	1,690,000	1,158,500
932	Z181	Thay băng vết thương chiều dài ≤ 15cm - người bệnh nội trú (có thấm dịch, máu trong các tổn thương lóc da. hở da. diện tích trên 6 cm2, chân ống dẫn lưu chảy dịch nhiều)	Lần	110,000	64,300
933	Z182	Thay băng vết thương chiều dài trên 15cm đến 30 cm-người bệnh nội trú(vết mổ rò mật,rò tiêu hóa,rò nước tiểu;phẫu thuật mổ lấy thai;sau phẫu thuật nhiếm khuẩn;sau một phẫu thuật có 2 đường mổ trở lên)	Lần	150,000	89,500
934	Z185	Chọc hút/dẫn lưu dịch màng phổi [Đặt ống dẫn lưu khoang MP]	Lần	1,600,000	153,700
935	Z187	Đặt ống thông dạ dày (ống thông ngắn ngày)	Lần	180,000	101,800
936	Z188	Đặt ống thông dạ dày (ống thông dài ngày)	Lần	350,000	101,800
937	Z200	Thay băng, cắt chỉ vết khâu da chiều dài từ 30 đến 50 cm (nội trú)	Lần	220,000	121,400
 	 	NGÀY GIƯỜNG ĐIỀU TRỊ	 	 	 
I	 	PHÒNG 2 GIƯỜNG	 	 	 
938	EAAR	Phòng 2 giường- Giường Nội khoa loại 2 Hạng I	Ngày	     1,900,000	        273,800
939	EAAR	Phòng 2 giường- Giường Ngoại khoa loại 4 Hạng I	Ngày	     1,900,000	        286,700
940	EAAR	Phòng 2 giường- Giường Ngoại khoa loại 3 Hạng I 	Ngày	     1,900,000	        320,700
941	EAAR	Phòng 2 giường- Giường Ngoại khoa loại 2 Hạng I 	Ngày	     1,900,000	        364,400
942	EAAR	Phòng 2 giường- Giường Ngoại khoa loại 1 Hạng I 	Ngày	     1,900,000	        400,400
II	 	PHÒNG 4 GIƯỜNG	 	 	 
943	EAAS	Phòng 4 giường- Giường Nội khoa loại 2 Hạng I 	Ngày	1,500,000	        273,800
944	EAAS	Phòng 4 giường- Giường Ngoại khoa loại 4 Hạng I 	Ngày	1,500,000	        286,700
945	EAAS	Phòng 4 giường- Giường Ngoại khoa loại 3 Hạng I	Ngày	1,500,000	        320,700
946	EAAS	Phòng 4 giường- Giường Ngoại khoa loại 2 Hạng I 	Ngày	1,500,000	        364,400
947	EAAS	Phòng 4 giường- Giường Ngoại khoa loại 1 Hạng I 	Ngày	1,500,000	        400,400
 	 	KHOA PHỤ SẢN (CHU SINH 4B)	 	 	 
948	DFJS	Giường Khoa Phụ sản- Giường Nội khoa loại 2 Hạng I - Khoa Phụ - Sản	Ngày	     1,200,000	        273,800
949	DFJS	Giường Khoa Phụ sản- Giường Ngoại khoa loại 4 Hạng I - Khoa Phụ sản	Ngày	     1,200,000	        286,700
950	DFJS	Giường Khoa Phụ sản- Giường Ngoại khoa loại 3 Hạng I - Khoa Phụ - Sản	Ngày	     1,200,000	        320,700
951	DFJS	Giường Khoa Phụ sản- Giường Ngoại khoa loại 2 Hạng I - Khoa Phụ - Sản	Ngày	     1,200,000	        364,400
952	DFJS	Giường Khoa Phụ sản- Giường Ngoại khoa loại 1 Hạng I - Khoa Phụ - Sản	Ngày	     1,200,000	        400,400
 	 	DỊCH VỤ Y TẾ KHÁC	 	 	 
I	 	CHĂM SÓC Y TẾ	 	 	 
953	DN40	Chiếu đèn điều trị vàng da sơ sinh	Giờ	28,000	 
954	DO23	Oxy I (< 2 lít/ phút) [giờ đầu tiên] [gói 1] [Sử dụng bình CCO]	Giờ	104,000	 
955	DN98	Oxy I (<2 l/p) (giờ tiếp theo) (gói 1)	Giờ	4,000	 
956	DN99	Oxy II (2-3 l/p) (giờ tiếp theo) (gói 1)	Giờ	5,000	 
957	DO09	Oxy II (2-3 l/p) (giờ tiếp theo) (gói 2)	Giờ	5,000	 
958	DO11	Oxy III (3-5 lít/ phút) (giờ tiếp theo) (gói 2)	Giờ	5,500	 
959	DO03	Oxy IV (5-7 l/p) (giờ tiếp theo) (gói 1)	Giờ	10,000	 
960	DO05	Oxy V (>7 l/p) (giờ tiếp theo) (gói 1)	Giờ	15,000	 
961	DH96	Trong TPHCM - Cước xe cấp cứu (Huyện Cần Giờ)	Chuyến	1,300,000	 
962	DH95	Trong TPHCM - Cước xe cấp cứu (Huyện Củ Chi)	Chuyến	1,150,000	 
963	DH90	Trong TPHCM - Cước xe cấp cứu (Quận 1-3-4-6-8-11)	Chuyến	400,000	 
964	DH91	Trong TPHCM - Cước xe cấp cứu (Quận 2-7-12-Bình Chánh)	Chuyến	650,000	 
965	DH89	Trong TPHCM - Cước xe cấp cứu (Quận 5; Quận 10)	Chuyến	300,000	 
966	DH94	Trong TPHCM - Cước xe cấp cứu (Quận 9; Hóc Môn; Nhà Bè; Thủ Đức)	Chuyến	720,000	 
967	DH93	Trong TPHCM - Cước xe cấp cứu (Quận Bình Tân; Bình Thạnh; Gò Vấp)	Chuyến	550,000	 
968	DH92	Trong TPHCM - Cước xe cấp cứu (Quận Tân Bình; Tân Phú; Phú Nhuận)	Chuyến	500,000	 
969	DH99	Ngoài TPHCM - Cước xe cấp cứu có bác sĩ đi kèm (Quãng đường dưới 73 km)	Chuyến	2,900,000	 
970	DHA0	Ngoài TPHCM - Cước xe cấp cứu có bác sĩ đi kèm (Quãng đường từ 73 km trở lên)	Km	40,000	 
971	DH98	Ngoài TPHCM - Cước xe cấp cứu không có bác sĩ	Km	22,000	 
972	DH97	Phụ thu phí bác sĩ đi kèm (Trong TPHCM)	Chuyến	1,000,000	 
